	medial_rectus	longissimus_cervicis	SCM	RCP_major	RCP_minor	ADM	abductor_pollicis	adductor_pollicis	biceps_brachii	brachioradialis	deltoideus	interossei_dors	FDP	FPB	palmaris_long	pronator_quadratus	pronator_teres	lumbricales	ODM	opponens_pollicis	interossei_palmares	triceps_brachii	SIBL	anconeus	super_rectus	brachialis	FCR	FDS	ECRB	FCU	FDMB	diaphragm	rectus_abdominis	subscapularis	intercostales	infer_rectus	latissimus_dorsi	pectoralis_major	psoas	rhomboideus	serratus_ant	trapezius	iliocostalis_lumborum	longissimus_thoracis	adductor_brev	adductor_long	super_oblique	adductor_magnus	biceps_femoris	EDB	EDL	EHL	FDL	FHL	gracilis	gastrocnemius_caput_lat	gastrocnemius_caput_mediale	infer_oblique	peroneus_brev	peroneus_long	rectus_femoris	sartorius	semimembranosus	semitendinosus	soleus	tibialis_ant	tibialis_post	vastus_intermed	pterygoideus_lat	vastus_lat	vastus_medial	gluteus_max	gluteus_med	gluteus_min	temporalis	lingua
GLIS2.0.SM.D_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
GLIS3.1.S.C_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
ZIC4.0.SM.D_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF5.0.PM.A_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
EGR1.0.PS.A_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
EGR2.0.PSM.A_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF6.1.SM.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
SP4.1.S.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
SP3.1.S.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF16.0.SM.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
SP9.1.S.C_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF2.0.S.D_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF3.1.M.C_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF3.0.PS.A_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF4.0.PSM.A_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
SP1.0.P.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
KLF9.0.P.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
SP1.1.SM.B_besthit	0.007742123897813989	0.0020905024735659856	0.0042879590151558575	0.0024609712287980904	0.002385072596016487	0.004113438131294845	0.002492125183476588	0.003283902315716066	0.0023945939902584815	0.002293108263615078	0.0024909012013760515	0.0024757991197443072	0.003244158759774985	0.0033739421593973673	0.003429870902145621	0.0026536207929078936	0.0024288502553755083	0.0026046260711342943	0.003062810235060162	0.003130039691600295	0.002912943102501625	0.0018574520688215694	0.0021445156481747695	0.0018758096813469862	0.00963012059697273	0.0022207372581421773	0.0028727857240178588	0.0025730715576222857	0.002194234281519909	0.003168425914238399	0.003085772434438068	0.006248481476351874	0.002713034712440022	0.0023384245808099054	0.0025453538114794047	0.008688501935149393	0.0028061344135112045	0.003031560741430507	0.002953795417672845	0.002360926435264869	0.002134367548111641	0.002598565115170472	0.002376097329685552	0.0027664770903956704	0.0022689781779996194	0.001838444903189004	0.00644413410717404	0.0026044868574583743	0.002141272907347199	0.003089716422359659	0.00273765199607067	0.00247483984185637	0.0027571603739303414	0.0024146237000620178	0.002044423920640864	0.00304457463061691	0.002515070028346075	0.008898162235992924	0.0019832090128092525	0.0020282708983397728	0.002311714891505185	0.0021561987942466322	0.0025949453478497733	0.0021693932381053444	0.002571686765420001	0.002676338523196543	0.002822641495899613	0.0023342117545462936	0.004291883995403971	0.0020984614468636453	0.0025721264183430266	0.0032704423002192745	0.00322052670755502	0.0024482163789507827	0.0037879261448429554	0.006211612895347017
